Model,DPO2002B
Firmware Version,1.52

Point Format,Y,,,
-4.522e+00,0.032,0.048,0.086,0.106
-4.520e+00,0.024,0.008,0.074,0.054
-4.518e+00,0.024,0.04,0.07,0.098
-4.516e+00,0.024,-1.78814e-10,0.078,0.05
-4.514e+00,0.016,0.024,0.074,0.094
-4.512e+00,0.008,-0.016,0.07,0.042
-4.510e+00,0.008,0.016,0.062,0.086
-4.508e+00,-1.78814e-10,-0.024,0.07,0.038
-4.507e+00,-0.008,0.008,0.054,0.082
-4.505e+00,-0.016,-0.032,0.054,0.034
-4.503e+00,-0.016,-0.008,0.058,0.078
-4.501e+00,-0.024,-0.048,0.05,0.026
-4.499e+00,-0.024,-0.016,0.042,0.074
-4.497e+00,-0.032,-0.056,0.05,0.022
-4.495e+00,-0.04,-0.024,0.046,0.07
-4.493e+00,-0.048,-0.064,0.038,0.018
-4.491e+00,-0.048,-0.032,0.034,0.062
-4.489e+00,-0.048,-0.072,0.046,0.01
-4.487e+00,-0.064,-0.04,0.038,0.058
-4.485e+00,-0.064,-0.08,0.026,0.006
-4.483e+00,-0.072,-0.056,0.026,0.05
-4.482e+00,-0.072,-0.096,0.03,0.002
-4.480e+00,-0.08,-0.064,0.022,0.046
-4.478e+00,-0.08,-0.104,0.022,-0.002
-4.476e+00,-0.088,-0.08,0.018,0.042
-4.474e+00,-0.096,-0.112,0.014,-0.014
-4.472e+00,-0.096,-0.088,0.01,0.034
-4.470e+00,-0.104,-0.128,0.014,-0.018
-4.468e+00,-0.112,-0.096,0.002,0.03
-4.466e+00,-0.12,-0.136,-0.002,-0.022
-4.464e+00,-0.12,-0.112,-0.002,0.026
-4.462e+00,-0.128,-0.144,0.002,-0.026
-4.460e+00,-0.136,-0.12,-0.01,0.018
-4.459e+00,-0.136,-0.16,-0.01,-0.034
-4.457e+00,-0.144,-0.128,-0.002,0.014
-4.455e+00,-0.144,-0.168,-0.014,-0.038
-4.453e+00,-0.152,-0.144,-0.014,0.006
-4.451e+00,-0.16,-0.176,-0.018,-0.042
-4.449e+00,-0.168,-0.152,-0.018,0.002
-4.447e+00,-0.168,-0.192,-0.026,-0.046
-4.445e+00,-0.176,-0.16,-0.018,-0.002
-4.443e+00,-0.184,-0.2,-0.022,-0.05
-4.441e+00,-0.184,-0.168,-0.038,-0.006
-4.439e+00,-0.192,-0.208,-0.042,-0.058
-4.437e+00,-0.192,-0.184,-0.034,-0.01
-4.435e+00,-0.2,-0.216,-0.038,-0.066
-4.434e+00,-0.208,-0.192,-0.042,-0.018
-4.432e+00,-0.208,-0.232,-0.046,-0.07
-4.430e+00,-0.216,-0.2,-0.046,-0.022
-4.428e+00,-0.224,-0.24,-0.054,-0.074
-4.426e+00,-0.224,-0.208,-0.054,-0.026
-4.424e+00,-0.232,-0.248,-0.054,-0.078
-4.422e+00,-0.232,-0.224,-0.058,-0.034
-4.420e+00,-0.24,-0.264,-0.07,-0.086
-4.418e+00,-0.248,-0.232,-0.062,-0.038
-4.416e+00,-0.256,-0.272,-0.066,-0.09
-4.414e+00,-0.248,-0.24,-0.062,-0.042
-4.412e+00,-0.264,-0.28,-0.074,-0.094
-4.411e+00,-0.272,-0.256,-0.066,-0.046
-4.409e+00,-0.272,-0.296,-0.082,-0.102
-4.407e+00,-0.28,-0.264,-0.082,-0.054
-4.405e+00,-0.28,-0.304,-0.078,-0.106
-4.403e+00,-0.288,-0.272,-0.086,-0.058
-4.401e+00,-0.296,-0.312,-0.094,-0.11
-4.399e+00,-0.296,-0.288,-0.086,-0.066
-4.397e+00,-0.304,-0.32,-0.082,-0.118
-4.395e+00,-0.304,-0.296,-0.106,-0.07
-4.393e+00,-0.312,-0.328,-0.094,-0.122
-4.391e+00,-0.32,-0.304,-0.094,-0.074
-4.389e+00,-0.32,-0.344,-0.106,-0.126
-4.387e+00,-0.328,-0.312,-0.11,-0.082
-4.386e+00,-0.328,-0.352,-0.106,-0.134
-4.384e+00,-0.336,-0.32,-0.11,-0.082
-4.382e+00,-0.336,-0.36,-0.118,-0.138
-4.380e+00,-0.352,-0.328,-0.11,-0.094
-4.378e+00,-0.352,-0.368,-0.118,-0.142
-4.376e+00,-0.352,-0.344,-0.126,-0.094
-4.374e+00,-0.36,-0.376,-0.13,-0.15
-4.372e+00,-0.36,-0.352,-0.118,-0.102
-4.370e+00,-0.368,-0.392,-0.13,-0.154
-4.368e+00,-0.376,-0.36,-0.13,-0.106
-4.366e+00,-0.376,-0.4,-0.134,-0.162
-4.364e+00,-0.384,-0.368,-0.126,-0.11
-4.363e+00,-0.384,-0.408,-0.142,-0.166
-4.361e+00,-0.384,-0.376,-0.142,-0.118
-4.359e+00,-0.4,-0.416,-0.142,-0.17
-4.357e+00,-0.4,-0.384,-0.146,-0.122
-4.355e+00,-0.408,-0.424,-0.154,-0.174
-4.353e+00,-0.408,-0.4,-0.15,-0.13
-4.351e+00,-0.416,-0.432,-0.158,-0.178
-4.349e+00,-0.416,-0.408,-0.162,-0.134
-4.347e+00,-0.424,-0.44,-0.154,-0.182
-4.345e+00,-0.432,-0.416,-0.162,-0.138
-4.343e+00,-0.432,-0.448,-0.166,-0.19
-4.341e+00,-0.44,-0.424,-0.17,-0.142
-4.339e+00,-0.44,-0.456,-0.166,-0.194
-4.338e+00,-0.448,-0.432,-0.182,-0.15
-4.336e+00,-0.448,-0.464,-0.178,-0.202
-4.334e+00,-0.456,-0.44,-0.174,-0.15
-4.332e+00,-0.456,-0.472,-0.17,-0.206
-4.330e+00,-0.456,-0.448,-0.182,-0.158
-4.328e+00,-0.464,-0.48,-0.19,-0.206
-4.326e+00,-0.472,-0.456,-0.19,-0.162
-4.324e+00,-0.472,-0.488,-0.194,-0.214
-4.322e+00,-0.48,-0.464,-0.194,-0.17
-4.320e+00,-0.48,-0.496,-0.19,-0.218
-4.318e+00,-0.48,-0.472,-0.202,-0.17
-4.316e+00,-0.488,-0.504,-0.202,-0.222
-4.315e+00,-0.496,-0.48,-0.202,-0.178
-4.313e+00,-0.496,-0.512,-0.206,-0.23
-4.311e+00,-0.504,-0.488,-0.21,-0.182
-4.309e+00,-0.504,-0.52,-0.21,-0.23
-4.307e+00,-0.504,-0.496,-0.206,-0.182
-4.305e+00,-0.512,-0.528,-0.21,-0.238
-4.303e+00,-0.52,-0.504,-0.214,-0.19
-4.301e+00,-0.52,-0.536,-0.218,-0.242
-4.299e+00,-0.52,-0.512,-0.218,-0.194
-4.297e+00,-0.528,-0.544,-0.222,-0.246
-4.295e+00,-0.536,-0.52,-0.234,-0.202
-4.293e+00,-0.536,-0.552,-0.218,-0.25
-4.291e+00,-0.536,-0.528,-0.226,-0.202
-4.290e+00,-0.544,-0.56,-0.234,-0.254
-4.288e+00,-0.544,-0.536,-0.23,-0.206
-4.286e+00,-0.552,-0.568,-0.234,-0.258
-4.284e+00,-0.552,-0.536,-0.242,-0.21
-4.282e+00,-0.56,-0.568,-0.234,-0.262
-4.280e+00,-0.56,-0.552,-0.242,-0.218
-4.278e+00,-0.56,-0.576,-0.246,-0.266
-4.276e+00,-0.568,-0.552,-0.25,-0.222
-4.274e+00,-0.568,-0.584,-0.242,-0.274
-4.272e+00,-0.576,-0.56,-0.262,-0.226
-4.270e+00,-0.576,-0.592,-0.258,-0.278
-4.268e+00,-0.576,-0.568,-0.254,-0.23
-4.267e+00,-0.584,-0.6,-0.254,-0.278
-4.265e+00,-0.592,-0.576,-0.262,-0.234
-4.263e+00,-0.592,-0.608,-0.254,-0.286
-4.261e+00,-0.592,-0.584,-0.27,-0.238
-4.259e+00,-0.592,-0.608,-0.266,-0.29
-4.257e+00,-0.6,-0.584,-0.266,-0.242
-4.255e+00,-0.6,-0.616,-0.266,-0.298
-4.253e+00,-0.6,-0.592,-0.274,-0.246
-4.251e+00,-0.608,-0.624,-0.27,-0.298
-4.249e+00,-0.608,-0.6,-0.274,-0.25
-4.247e+00,-0.616,-0.632,-0.274,-0.302
-4.245e+00,-0.616,-0.608,-0.278,-0.254
-4.243e+00,-0.616,-0.64,-0.274,-0.306
-4.242e+00,-0.624,-0.608,-0.286,-0.258
-4.240e+00,-0.624,-0.64,-0.29,-0.31
-4.238e+00,-0.632,-0.616,-0.298,-0.262
-4.236e+00,-0.632,-0.648,-0.286,-0.31
-4.234e+00,-0.632,-0.624,-0.282,-0.266
-4.232e+00,-0.632,-0.656,-0.298,-0.314
-4.230e+00,-0.64,-0.624,-0.29,-0.27
-4.228e+00,-0.64,-0.656,-0.29,-0.318
-4.226e+00,-0.64,-0.632,-0.306,-0.274
-4.224e+00,-0.648,-0.664,-0.302,-0.322
-4.222e+00,-0.648,-0.64,-0.294,-0.278
-4.220e+00,-0.648,-0.672,-0.306,-0.326
-4.219e+00,-0.656,-0.64,-0.302,-0.278
-4.217e+00,-0.656,-0.672,-0.31,-0.33
-4.215e+00,-0.656,-0.648,-0.31,-0.286
-4.213e+00,-0.664,-0.68,-0.314,-0.334
-4.211e+00,-0.664,-0.656,-0.306,-0.286
-4.209e+00,-0.664,-0.68,-0.31,-0.334
-4.207e+00,-0.664,-0.656,-0.318,-0.29
-4.205e+00,-0.672,-0.688,-0.322,-0.338
-4.203e+00,-0.672,-0.664,-0.31,-0.294
-4.201e+00,-0.672,-0.688,-0.318,-0.342
-4.199e+00,-0.68,-0.664,-0.318,-0.298
-4.197e+00,-0.68,-0.696,-0.322,-0.342
-4.195e+00,-0.68,-0.672,-0.326,-0.302
-4.194e+00,-0.68,-0.696,-0.33,-0.346
-4.192e+00,-0.68,-0.672,-0.33,-0.302
-4.190e+00,-0.688,-0.704,-0.326,-0.35
-4.188e+00,-0.688,-0.68,-0.326,-0.302
-4.186e+00,-0.688,-0.704,-0.33,-0.354
-4.184e+00,-0.696,-0.68,-0.334,-0.31
-4.182e+00,-0.696,-0.712,-0.334,-0.354
-4.180e+00,-0.696,-0.688,-0.338,-0.314
-4.178e+00,-0.696,-0.712,-0.338,-0.358
-4.176e+00,-0.696,-0.688,-0.342,-0.314
-4.174e+00,-0.696,-0.712,-0.342,-0.362
-4.172e+00,-0.696,-0.688,-0.338,-0.318
-4.171e+00,-0.704,-0.72,-0.338,-0.362
-4.169e+00,-0.704,-0.696,-0.342,-0.318
-4.167e+00,-0.704,-0.72,-0.342,-0.37
-4.165e+00,-0.712,-0.696,-0.346,-0.322
-4.163e+00,-0.704,-0.72,-0.342,-0.37
-4.161e+00,-0.712,-0.696,-0.35,-0.322
-4.159e+00,-0.712,-0.728,-0.346,-0.37
-4.157e+00,-0.712,-0.704,-0.346,-0.326
-4.155e+00,-0.712,-0.728,-0.354,-0.37
-4.153e+00,-0.712,-0.704,-0.354,-0.33
-4.151e+00,-0.712,-0.728,-0.35,-0.374
-4.149e+00,-0.712,-0.712,-0.35,-0.33
-4.147e+00,-0.72,-0.736,-0.362,-0.378
-4.146e+00,-0.72,-0.712,-0.35,-0.334
-4.144e+00,-0.72,-0.736,-0.354,-0.378
-4.142e+00,-0.72,-0.712,-0.37,-0.338
-4.140e+00,-0.728,-0.736,-0.362,-0.382
-4.138e+00,-0.72,-0.712,-0.362,-0.338
-4.136e+00,-0.72,-0.736,-0.366,-0.382
-4.134e+00,-0.728,-0.712,-0.366,-0.342
-4.132e+00,-0.728,-0.744,-0.362,-0.386
-4.130e+00,-0.728,-0.712,-0.362,-0.342
-4.128e+00,-0.728,-0.744,-0.366,-0.386
-4.126e+00,-0.728,-0.72,-0.37,-0.342
-4.124e+00,-0.728,-0.744,-0.366,-0.39
-4.123e+00,-0.728,-0.72,-0.37,-0.346
-4.121e+00,-0.728,-0.744,-0.37,-0.39
-4.119e+00,-0.728,-0.72,-0.362,-0.346
-4.117e+00,-0.728,-0.744,-0.37,-0.39
-4.115e+00,-0.728,-0.72,-0.374,-0.35
-4.113e+00,-0.728,-0.744,-0.37,-0.394
-4.111e+00,-0.728,-0.72,-0.366,-0.35
-4.109e+00,-0.736,-0.744,-0.378,-0.394
-4.107e+00,-0.728,-0.72,-0.37,-0.35
-4.105e+00,-0.728,-0.744,-0.378,-0.394
-4.103e+00,-0.736,-0.72,-0.382,-0.354
-4.101e+00,-0.736,-0.744,-0.374,-0.398
-4.099e+00,-0.736,-0.728,-0.378,-0.354
-4.098e+00,-0.736,-0.752,-0.378,-0.398
-4.096e+00,-0.736,-0.72,-0.382,-0.354
-4.094e+00,-0.736,-0.744,-0.37,-0.402
-4.092e+00,-0.736,-0.72,-0.378,-0.354
-4.090e+00,-0.736,-0.752,-0.378,-0.402
-4.088e+00,-0.728,-0.72,-0.378,-0.358
-4.086e+00,-0.728,-0.752,-0.374,-0.402
-4.084e+00,-0.728,-0.72,-0.374,-0.354
-4.082e+00,-0.736,-0.744,-0.386,-0.402
-4.080e+00,-0.736,-0.72,-0.386,-0.358
-4.078e+00,-0.736,-0.744,-0.386,-0.402
-4.076e+00,-0.728,-0.72,-0.382,-0.358
-4.075e+00,-0.728,-0.744,-0.386,-0.406
-4.073e+00,-0.728,-0.72,-0.382,-0.358
-4.071e+00,-0.736,-0.744,-0.39,-0.406
-4.069e+00,-0.728,-0.72,-0.378,-0.362
-4.067e+00,-0.728,-0.744,-0.378,-0.402
-4.065e+00,-0.728,-0.72,-0.386,-0.362
-4.063e+00,-0.728,-0.744,-0.394,-0.406
-4.061e+00,-0.728,-0.72,-0.374,-0.362
-4.059e+00,-0.728,-0.744,-0.386,-0.41
-4.057e+00,-0.728,-0.72,-0.386,-0.362
-4.055e+00,-0.72,-0.736,-0.39,-0.41
-4.053e+00,-0.728,-0.712,-0.378,-0.366
-4.051e+00,-0.728,-0.736,-0.39,-0.406
-4.050e+00,-0.72,-0.712,-0.386,-0.366
-4.048e+00,-0.728,-0.736,-0.386,-0.406
-4.046e+00,-0.72,-0.712,-0.382,-0.362
-4.044e+00,-0.72,-0.736,-0.39,-0.406
-4.042e+00,-0.72,-0.712,-0.382,-0.366
-4.040e+00,-0.72,-0.736,-0.386,-0.41
-4.038e+00,-0.72,-0.712,-0.394,-0.366
-4.036e+00,-0.72,-0.728,-0.386,-0.406
-4.034e+00,-0.712,-0.704,-0.382,-0.366
-4.032e+00,-0.712,-0.728,-0.39,-0.406
-4.030e+00,-0.712,-0.704,-0.39,-0.366
-4.028e+00,-0.712,-0.728,-0.39,-0.406
-4.026e+00,-0.712,-0.704,-0.382,-0.366
-4.025e+00,-0.712,-0.72,-0.39,-0.406
-4.023e+00,-0.712,-0.696,-0.386,-0.366
-4.021e+00,-0.712,-0.72,-0.386,-0.406
-4.019e+00,-0.704,-0.696,-0.39,-0.362
-4.017e+00,-0.704,-0.72,-0.39,-0.406
-4.015e+00,-0.704,-0.696,-0.386,-0.362
-4.013e+00,-0.696,-0.712,-0.386,-0.406
-4.011e+00,-0.696,-0.688,-0.386,-0.362
-4.009e+00,-0.696,-0.712,-0.39,-0.406
-4.007e+00,-0.696,-0.688,-0.386,-0.362
-4.005e+00,-0.696,-0.704,-0.386,-0.406
-4.003e+00,-0.696,-0.68,-0.386,-0.362
-4.002e+00,-0.688,-0.704,-0.386,-0.406
-4.000e+00,-0.688,-0.68,-0.386,-0.358
-3.998e+00,-0.688,-0.704,-0.386,-0.406
-3.996e+00,-0.688,-0.672,-0.382,-0.358
-3.994e+00,-0.68,-0.696,-0.382,-0.402
-3.992e+00,-0.68,-0.672,-0.382,-0.358
-3.990e+00,-0.68,-0.688,-0.378,-0.402
-3.988e+00,-0.68,-0.664,-0.374,-0.358
